-0.140883	-0.319041	1.000000
0.155115	0.267593	1.000000
-0.504973	-0.490507	-1.000000
-0.142214	0.298002	1.000000
-0.381589	-0.360956	-1.000000
-0.395350	-0.172381	1.000000
0.007381	-0.176565	1.000000
0.107020	-0.812187	-1.000000
-0.244761	0.941418	-1.000000
0.065916	0.375947	1.000000
0.642779	-0.258739	-1.000000
-0.160576	-0.367590	1.000000
0.107639	0.104591	1.000000
-0.439005	-0.334383	-1.000000
-0.874417	0.141568	-1.000000
-0.342524	-0.192314	1.000000
0.079943	-0.091236	1.000000
-0.105268	0.097655	1.000000
-0.140570	-0.190106	1.000000
-0.683263	-0.434372	-1.000000
-0.556721	0.586109	-1.000000
0.402357	0.501154	-1.000000
0.292814	-0.851098	-1.000000
0.349989	-0.067440	1.000000
0.472920	-0.500491	-1.000000
0.180854	-0.439574	1.000000
-0.927657	0.280544	-1.000000
-0.618532	0.253026	-1.000000
0.656851	0.425716	-1.000000
0.426001	-0.587037	-1.000000
-0.028446	-0.000804	1.000000
0.537812	-0.234097	-1.000000
0.049583	0.253046	1.000000
0.029906	-0.612106	-1.000000
-0.033216	0.309037	1.000000
0.460111	0.605974	-1.000000
-0.071726	0.511448	-1.000000
-0.991235	0.024045	-1.000000
0.506534	0.788702	-1.000000
-0.173538	0.975271	-1.000000
0.027744	0.035035	1.000000
-0.152307	-0.001350	1.000000
0.131054	0.060861	1.000000
0.248698	0.779883	-1.000000
-0.441296	-0.668483	-1.000000
-0.755277	0.261986	-1.000000
0.214967	-0.700554	-1.000000
0.110851	-0.100363	1.000000
-0.023408	0.031990	1.000000
0.126954	0.631965	-1.000000
-0.043118	-0.155162	1.000000
-0.185266	0.070263	1.000000
0.013747	0.006531	1.000000
-0.127370	0.105645	1.000000
-0.171710	-0.077360	1.000000
-0.035073	0.165891	1.000000
0.327710	0.141774	1.000000
-0.703932	0.037929	-1.000000
0.185111	-0.164593	1.000000
0.070582	0.236220	1.000000
-0.000828	0.000189	1.000000
0.594145	-0.761974	-1.000000
0.002598	-0.002665	1.000000
0.150602	0.099552	1.000000
-0.819660	0.366831	-1.000000
-0.345872	0.282960	1.000000
-0.000412	-0.074766	1.000000
0.262681	0.376878	1.000000
0.347308	-0.369182	-1.000000
-0.451137	-0.591084	-1.000000
-0.221370	0.121271	1.000000
0.231077	0.262516	1.000000
0.219185	0.321198	1.000000
-0.028566	-0.067206	1.000000
0.629564	0.413064	-1.000000
-0.515411	-0.675217	-1.000000
0.892375	0.062490	-1.000000
-0.522075	-0.471109	-1.000000
0.406119	-0.588239	-1.000000
0.233496	0.560843	-1.000000
-0.810507	-0.116397	-1.000000
-0.222565	0.138861	1.000000
0.629035	0.263544	-1.000000
-0.003394	0.036052	1.000000
0.149556	-0.450678	1.000000
0.015823	0.149653	1.000000
0.490372	0.523820	-1.000000
0.255880	-0.010756	1.000000
-0.242696	0.195033	1.000000
0.259872	-0.003166	1.000000
0.016226	0.151079	1.000000
-0.627776	-0.595926	-1.000000
-0.052567	-0.139714	1.000000
0.380437	-0.192542	1.000000
0.120574	0.499282	-1.000000
0.136943	-0.102662	1.000000
-0.000419	-0.002904	1.000000
0.610350	-0.718817	-1.000000
-0.432889	0.788441	-1.000000
0.260967	0.361314	1.000000
1	-1.000000
